,Unnamed: 0,주소,매장명,위도,경도,매장,0,1,2,3,지점명,시,구,동
9,9.0,,,37.5260003,127.0271599,맘스터치,강남압구정점,서울특별시,강남구,신사동,,,,
10,10.0,,,37.5016412,127.0269042,맘스터치,강남역점,서울특별시,강남구,역삼동,,,,
11,11.0,,,37.5656316,127.1738307,맘스터치,강동강일점,서울특별시,강동구,아리수로93길,,,,
12,12.0,,,37.5591958,127.1527974,맘스터치,강동고덕점,서울특별시,강동구,고덕동,,,,
13,13.0,,,37.550162,127.1461669,맘스터치,강동명일점,서울특별시,강동구,구천면로,,,,
14,14.0,,,37.5366298,127.1347656,맘스터치,강동역점,서울특별시,강동구,천호동,,,,
15,15.0,,,37.5505813,126.8490472,맘스터치,강서구청점,서울특별시,강서구,화곡로,,,,
16,16.0,,,37.5736289,126.8136657,맘스터치,강서방화사거리점,서울특별시,강서구,방화동,,,,
17,17.0,,,37.4939887,126.8582373,맘스터치,개봉역점,서울특별시,구로구,개봉동,,,,
18,18.0,,,37.5417175,127.0873849,맘스터치,건대로데오점,서울특별시,광진구,아차산로,,,,
19,19.0,,,37.5390734,127.0711481,맘스터치,건대스타시티점,서울특별시,광진구,능동로,,,,
20,20.0,,,37.5921536,127.0521914,맘스터치,경희대로점,서울특별시,동대문구,경희대로,,,,
21,21.0,,,37.5886237,127.0325553,맘스터치,고대타이거플라자점,서울특별시,성북구,안암동5가,,,,
22,22.0,,,37.5899103,127.0318122,맘스터치,고대하나스퀘어점,서울특별시,성북구,안암로,,,,
23,23.0,,,37.5066791,126.8594812,맘스터치,고척사거리점,서울,구로구,고척동,,,,
24,24.0,,,37.6291183,127.076729,맘스터치,과기대점,서울특별시,노원구,공릉동,,,,
25,25.0,,,37.4726909,126.9194689,맘스터치,관악난곡점,서울특별시,관악구,신림동,,,,
26,26.0,,,37.4703177,126.9395214,맘스터치,관악대학동점,서울특별시,관악구,신림동,,,,
27,27.0,,,37.4751076,126.9813722,맘스터치,관악사당역점,서울특별시,관악구,남현동,,,,
28,28.0,,,37.4864665,126.9128134,맘스터치,관악신대방역점,서울특별시,관악구,신사로,,,,
29,29.0,,,37.5413606,127.0972644,맘스터치,광장동점,서울특별시,광진구,아차산로,,,,
30,30.0,,,37.4950671,126.8720041,맘스터치,구로구일역점,서울특별시,구로구,구로동,,,,
31,31.0,,,37.4843329,126.9022313,맘스터치,구로디지털단지역점,서울,구로구,시흥대로,,,,
32,32.0,,,37.4895303,126.8909877,맘스터치,구로시장점,서울특별시,구로구,구로동,,,,
33,33.0,,,37.5064034,126.8833762,맘스터치,구로신도림점,서울특별시,구로구,경인로59길,,,,
34,34.0,,,37.4798826,126.8232343,맘스터치,구로항동점,서울특별시,구로구,항동,,,,
35,35.0,,,37.61011,126.9170969,맘스터치,구산역점,서울특별시,은평구,역촌동,,,,
36,36.0,,,37.6394555,126.9191948,맘스터치,구파발역점,서울특별시,은평구,진관3로,,,,
37,37.0,,,37.6104451,126.9962399,맘스터치,국민대점,서울특별시,성북구,정릉동,,,,
38,38.0,,,37.5564597,127.0794582,맘스터치,군자역점,서울특별시,광진구,능동로,,,,
39,39.0,,,37.5431493,127.1416967,맘스터치,굽은다리역점,서울,강동구,천호동,,,,
40,40.0,,,37.4522347,126.9019141,맘스터치,금천시흥사거리점,서울특별시,금천구,시흥대로,,,,
41,41.0,,,37.4503799,126.9102731,맘스터치,금천은행나무점,서울특별시,금천구,금하로,,,,
42,42.0,,,37.5318084,126.8469679,맘스터치,까치산점,서울특별시,강서구,강서로,,,,
43,43.0,,,37.4767953,126.9650314,맘스터치,낙성대역점,서울특별시,관악구,행운동,,,,
44,44.0,,,37.4854376,126.9698719,맘스터치,남성역점,서울특별시,동작구,사당동,,,,
45,45.0,,,37.5115821,126.9453692,맘스터치,노량진1호점,서울특별시,동작구,노량진동,,,,
46,46.0,,,37.5125504,126.9432237,맘스터치,노량진2호점,서울특별시,동작구,노량진1동,,,,
47,47.0,,,37.6569857,127.0625015,맘스터치,노원로데오점,서울특별시,노원구,상계로3길,,,,
48,48.0,,,37.6485032,127.0763319,맘스터치,노원중계점,서울특별시,노원구,중계동,,,,
49,49.0,,,37.6402747,127.072766,맘스터치,노원하계점,서울특별시,노원구,노원로,,,,
50,50.0,,,37.5105435,127.0359609,맘스터치,논현아이파크점,서울특별시,강남구,논현동,,,,
51,51.0,,,37.5668543,127.0532151,맘스터치,답십리역점,서울,동대문구,천호대로,,,,
52,52.0,,,37.5346308,126.8999307,맘스터치,당산역점,서울특별시,영등포구,양평로,,,,
53,53.0,,,37.5117742,126.9253635,맘스터치,대방역점,서울,동작구,대방동,,,,
54,54.0,,,37.4976011,127.0611387,맘스터치,대치동학원가점,서울특별시,강남구,삼성로,,,,
55,55.0,,,37.6484391,127.0145972,맘스터치,덕성여대점,서울특별시,강북구,수유2동,,,,
56,56.0,,,37.4690188,126.8956012,맘스터치,독산지식산업센터점,서울특별시,금천구,독산동,,,,
57,57.0,,,37.5719662,127.0739337,맘스터치,동대문장안점,서울특별시,동대문구,장안동,,,,
58,58.0,,,37.5687346,127.0076665,맘스터치,동대문현대시티점,서울특별시,중구,장충단로13길,,,,
59,59.0,,,37.6037732,127.0425437,맘스터치,동덕여대점,서울특별시,성북구,화랑로13길,,,,
60,60.0,,,37.5007793,126.8664311,맘스터치,동양미래대점,서울특별시,구로구,경인로47길,,,,
61,61.0,,,37.5193933,126.9327758,맘스터치,동여의도점,서울특별시,영등포구,여의대방로,,,,
62,62.0,,,37.4966296,126.9157976,맘스터치,동작보라매점,서울특별시,동작구,여의대방로,,,,
63,63.0,,,37.5242066,127.1343474,맘스터치,둔촌동역점,서울특별시,강동구,성내동,,,,
64,64.0,,,37.562965,126.8290376,맘스터치,마곡LG사이언스파크점,서울특별시,강서구,마곡동,,,,
65,65.0,,,37.569305,126.8256196,맘스터치,마곡나루역점,서울특별시,강서구,마곡서로,,,,
66,66.0,,,37.5591904,126.8229551,맘스터치,마곡역홈앤쇼핑점,서울특별시,강서구,마곡동,,,,
67,67.0,,,37.5664669,127.0430045,맘스터치,마장점,서울특별시,성동구,마장동,,,,
68,68.0,,,37.5467933,126.9526142,맘스터치,마포공덕역점,서울특별시,마포구,마포대로,,,,
69,69.0,,,37.54784,126.9425226,맘스터치,마포대흥역점,서울특별시,마포구,대흥동,,,,
70,70.0,,,37.5555391,126.9094503,맘스터치,망원역점,서울특별시,마포구,월드컵로,,,,
71,71.0,,,37.4858025,127.0448818,맘스터치,매봉역점,서울특별시,강남구,남부순환로,,,,
72,72.0,,,37.579448,127.0877705,맘스터치,면목점,서울특별시,중랑구,면목동,,,,
73,73.0,,,37.5616026,126.9864574,맘스터치,명동점,서울특별시,중구,명동8가길,,,,
74,74.0,,,37.5355116,126.8637338,맘스터치,목동2호점,서울특별시,양천구,등촌로,,,,
75,75.0,,,37.5362007,126.8800956,맘스터치,목동파리공원점,서울특별시,양천구,목동,,,,
76,76.0,,,37.4846615,127.1209336,맘스터치,문정역점,서울특별시,송파구,문정동,,,,
77,77.0,,,37.6137719,127.0310384,맘스터치,미아사거리역점,서울특별시,강북구,미아동,,,,
78,78.0,,,37.5262392,126.9990093,맘스터치,보광동점,서울특별시,용산구,보광동,,,,
79,79.0,,,37.4865718,126.9465582,맘스터치,봉천현대시장점,서울,관악구,양녕로,,,,
80,80.0,,,37.536532,126.9729276,맘스터치,삼각지역점,서울특별시,용산구,한강대로,,,,
81,81.0,,,37.5127609,127.0512543,맘스터치,삼성중앙역점,서울특별시,강남구,삼성동,,,,
82,82.0,,,37.6193807,127.0207146,맘스터치,삼양사거리점,서울특별시,강북구,솔샘로,,,,
83,83.0,,,37.6602717,127.0740667,맘스터치,상계역점,서울특별시,노원구,중계동,,,,
84,84.0,,,37.5022795,126.9488053,맘스터치,상도역점,서울특별시,동작구,상도1동,,,,
85,85.0,,,37.5968606,127.086118,맘스터치,상봉역점,서울,중랑구,상봉동,,,,
86,86.0,,,37.5811234,126.890989,맘스터치,상암MBC점,서울특별시,마포구,성암로,,,,
87,87.0,,,37.5643507,126.9675632,맘스터치,서대문역점,서울특별시,서대문구,미근동,,,,
88,88.0,,,37.4983183,126.9984973,맘스터치,서래마을점,서울,서초구,반포동,,,,
89,89.0,,,37.4821697,126.9536703,맘스터치,서울대입구역점,서울특별시,관악구,관악로,,,,
90,90.0,,,37.5832339,127.0531717,맘스터치,서울시립대점,서울특별시,동대문구,전농동,,,,
91,91.0,,,37.5670515,126.9793882,맘스터치,서울시청점,서울특별시,중구,무교로,,,,
92,92.0,,,37.5961888,127.0603081,맘스터치,서울외대점,서울특별시,동대문구,이문로,,,,
93,93.0,,,37.587801,127.096256,맘스터치,서일대점,서울특별시,중랑구,용마산로,,,,
94,94.0,,,37.4934773,127.0154485,맘스터치,서초교대점,서울특별시,서초구,서초동,,,,
95,95.0,,,37.5022495,127.0120029,맘스터치,서초중앙로점,서울특별시,서초구,반포동,,,,
96,96.0,,,37.6155469,127.0637456,맘스터치,석계역점,서울특별시,노원구,석계로1길,,,,
97,97.0,,,37.5039484,127.1078872,맘스터치,석촌역점,서울특별시,송파구,석촌동,,,,
98,98.0,,,37.5355574,126.8987025,맘스터치,선유도역점,서울특별시,영등포구,양평로,,,,
99,99.0,,,37.5855901,126.9954482,맘스터치,성균관대점,서울특별시,종로구,명륜3가,,,,
100,100.0,,,37.5479639,127.0218817,맘스터치,성동금호점,서울특별시,성동구,금호동4가,,,,
101,101.0,,,37.5980497,127.0351598,맘스터치,성북종암점,서울특별시,성북구,종암동,,,,
102,102.0,,,37.5437513,127.0572022,맘스터치,성수역점,서울특별시,성동구,성수이로20길,,,,
103,103.0,,,37.4951788,127.1509931,맘스터치,송파마천점,서울특별시,송파구,마천로,,,,
104,104.0,,,37.5104377,127.117363,맘스터치,송파방이점,서울특별시,송파구,백제고분로,,,,
105,105.0,,,37.5289441,127.117383,맘스터치,송파풍납점,서울특별시,송파구,풍납동,,,,
106,106.0,,,37.6381851,127.0250664,맘스터치,수유역점,서울특별시,강북구,도봉로87길,,,,
107,107.0,,,37.5449163,126.9660297,맘스터치,숙명여대점,서울특별시,용산구,청파동,,,,
108,108.0,,,37.4959653,126.9535537,맘스터치,숭실대입구역점,서울특별시,동작구,상도로,,,,
109,109.0,,,37.555147,127.0202677,맘스터치,신금호역점,서울특별시,성동구,금호동1가,,,,
110,110.0,,,37.4994798,126.9279165,맘스터치,신대방삼거리역점,서울특별시,동작구,보라매로,,,,
111,111.0,,,37.5070143,126.8902633,맘스터치,신도림테크노마트점,서울특별시,구로구,새말로,,,,
112,112.0,,,37.4844984,126.928268,맘스터치,신림역점,서울특별시,관악구,남부순환로,,,,
113,113.0,,,37.5238336,126.8731569,맘스터치,신목동점,서울특별시,양천구,목1동,,,,
114,114.0,,,37.6113523,127.0139701,맘스터치,신서경대점,서울특별시,성북구,정릉동,,,,
115,115.0,,,37.5487542,126.8676218,맘스터치,신서울등촌점,서울특별시,양천구,목동중앙북로7길,,,,
116,116.0,,,37.5764649,127.0248426,맘스터치,신설동역점,서울특별시,동대문구,왕산로,,,,
117,117.0,,,37.591682,127.0178486,맘스터치,신성신여대점,서울특별시,성북구,동소문로,,,,
118,118.0,,,37.5363238,126.83294,맘스터치,신월점,서울특별시,양천구,신월1동,,,,
119,119.0,,,37.5205483,126.8524139,맘스터치,신정네거리역점,서울특별시,양천구,신정동,,,,
120,120.0,,,37.5575958,126.9377977,맘스터치,신촌점,서울특별시,서대문구,명물길,,,,
121,121.0,,,37.5032034,126.9096224,맘스터치,신풍역점,서울특별시,영등포구,신길로,,,,
122,122.0,,,37.6594828,127.035259,맘스터치,쌍문세라믹점,서울특별시,도봉구,쌍문동,,,,
123,123.0,,,37.6497057,127.0357347,맘스터치,쌍문역점,서울특별시,도봉구,도봉로,,,,
124,124.0,,,37.552616,127.0897272,맘스터치,아차산역점,서울특별시,광진구,천호대로,,,,
125,125.0,,,37.549475,127.1275316,맘스터치,암사역점,서울특별시,강동구,올림픽로,,,,
126,126.0,,,37.4853348,127.0366243,맘스터치,양재역점,서울특별시,강남구,도곡동,,,,
127,127.0,,,37.5161604,126.8621608,맘스터치,양천구청점,서울특별시,양천구,목동서로,,,,
128,128.0,,,37.56552,126.8399971,맘스터치,양천향교역점,서울특별시,강서구,강서로,,,,
129,129.0,,,37.5676388,126.9312649,맘스터치,연희동점,서울,서대문구,연희동,,,,
130,130.0,,,37.5256359,126.8976131,맘스터치,영등포구청역점,서울특별시,영등포구,당산동3가,,,,
131,131.0,,,37.5199099,126.8905696,맘스터치,영등포문래점,서울특별시,영등포구,문래로,,,,
132,132.0,,,37.4912145,126.8420433,맘스터치,오류동역남부점,서울특별시,구로구,오류2동,,,,
133,133.0,,,37.4961447,126.8448714,맘스터치,오류동역점,서울특별시,구로구,오류동,,,,
134,134.0,,,37.5665508,127.0247865,맘스터치,왕십리뉴타운점,서울특별시,성동구,왕십리로,,,,
135,135.0,,,37.5499757,126.8359264,맘스터치,우장산역점,서울특별시,강서구,내발산동,,,,
136,136.0,,,37.6294598,127.0574391,맘스터치,월계역점,서울특별시,노원구,월계동,,,,
137,137.0,,,37.4765219,127.1434373,맘스터치,위례중앙점,서울특별시,송파구,위례광장로,,,,
138,138.0,,,37.6176108,126.9187143,맘스터치,은평갈현점,서울특별시,은평구,갈현동,,,,
139,139.0,,,37.6016906,126.928974,맘스터치,은평구청점,서울특별시,은평구,녹번동,,,,
140,140.0,,,37.6139815,126.9323328,맘스터치,은평불광1호점,서울특별시,은평구,불광로,,,,
141,141.0,,,37.598408,126.9153039,맘스터치,은평응암점,서울특별시,은평구,증산로,,,,
142,142.0,,,37.5569487,126.9447597,맘스터치,이대점,서울특별시,서대문구,대현동,,,,
143,143.0,,,37.4874733,126.9810179,맘스터치,이수점,서울특별시,동작구,동작대로,,,,
144,144.0,,,37.5316404,127.0802083,맘스터치,자양성자초교점,서울,광진구,자양동,,,,
145,145.0,,,37.5047485,127.0876288,맘스터치,잠실1호점,서울특별시,송파구,백제고분로,,,,
146,146.0,,,37.5113945,127.0836429,맘스터치,잠실새내역점,서울특별시,송파구,올림픽로,,,,
147,147.0,,,37.5148022,127.0736261,맘스터치,잠실야구장점,서울특별시,송파구,올림픽로,,,,
148,148.0,,,37.5699318,126.9843622,맘스터치,종각역점,서울특별시,종로구,종로2가,,,,
149,149.0,,,37.5832775,127.0006054,맘스터치,종로대학로점,서울특별시,종로구,명륜4가,,,,
150,150.0,,,37.5657023,127.0839684,맘스터치,중곡역점,서울특별시,광진구,중곡동,,,,
151,151.0,,,37.5942753,127.0762077,맘스터치,중랑역점,서울특별시,중랑구,망우로,,,,
152,152.0,,,37.5076858,126.9604699,맘스터치,중앙대점,서울특별시,동작구,흑석로,,,,
153,153.0,,,37.6030096,127.0795377,맘스터치,중화역점,서울특별시,중랑구,중화동,,,,
154,154.0,,,37.6529099,127.0455893,맘스터치,창동역점,서울특별시,도봉구,노해로,,,,
155,155.0,,,37.6211445,127.0747999,맘스터치,태릉입구역점,서울,노원구,동일로,,,,
156,156.0,,,37.5292323,126.9669747,맘스터치,테라스용산점,서울,용산구,한강대로,,,,
157,157.0,,,37.4771281,127.0456172,맘스터치,포이사거리점,서울특별시,강남구,개포동,,,,
158,158.0,,,37.5877949,127.0068321,맘스터치,한성대입구역점,서울특별시,성북구,삼선교로,,,,
159,159.0,,,37.5605048,127.0410553,맘스터치,한양대점,서울특별시,성동구,마조로,,,,
160,160.0,,,37.4980928,127.0532851,맘스터치,한티역점,서울특별시,강남구,대치동,,,,
161,161.0,,,37.5582574,127.0354666,맘스터치,행당역점1,서울특별시,성동구,고산자로,,,,
162,162.0,,,37.4984505,127.1072503,맘스터치,헬리오시티점,서울,송파구,송파대로,,,,
163,163.0,,,37.5745621,127.0388087,맘스터치,홈플러스동대문점,서울특별시,동대문구,천호대로,,,,
164,164.0,,,37.5528451,126.924721,맘스터치,홍대점,서울특별시,마포구,와우산로,,,,
165,165.0,,,37.5897862,126.9425766,맘스터치,홍제역점,서울특별시,서대문구,홍제동,,,,
166,166.0,,,37.5413205,126.8378817,맘스터치,화곡역점,서울특별시,강서구,화곡3동,,,,
167,167.0,,,37.5825002,127.0686061,맘스터치,휘경여고점,서울특별시,동대문구,한천로,,,,
168,168.0,,,37.5895997,127.0613712,맘스터치,휘경점,서울특별시,동대문구,휘경2동,,,,
0,0.0,"서울 동작구 보라매로5가길 7 (신대방동, 캐릭터 그린빌)",,37.4918923385272,126.925155660013,kfc,,,,,보라매,서울,동작구,
1,1.0,서울 노원구 석계로1길 14 (월계동),,37.6155547536985,127.063913961862,kfc,,,,,석계역,서울,노원구,
2,2.0,서울 용산구 한강대로 297 (갈월동),,37.5447583877858,126.971683656137,kfc,,,,,숙대입구,서울,용산구,
3,3.0,서울 강동구 양재대로 1651 (명일동),,37.5529554759722,127.14380071197,kfc,,,,,명일DI점,서울,강동구,
4,4.0,서울 양천구 중앙로 277 (신정동),,37.5209251971625,126.852250412499,kfc,,,,,신정네거리역,서울,양천구,
5,5.0,서울 노원구 동일로 1401 (상계동),,37.6535750451494,127.060380855012,kfc,,,,,노원역,서울,노원구,
6,6.0,"서울 서초구 방배천로 11 (방배동, SK리더스뷰)",,37.4777007617804,126.982236074572,kfc,,,,,사당역,서울,서초구,
7,7.0,"서울 관악구 신림로 318 (신림동, 청암두산위브센티움)",,37.4825754320038,126.930252917369,kfc,,,,,신림역,서울,관악구,
8,8.0,"서울 중랑구 공릉로 8 (묵동, 대길빌딩)",,37.6115670192576,127.078073728968,kfc,,,,,먹골역,서울,중랑구,
9,9.0,서울 성북구 개운사길 5 (안암동5가),,37.5866593622136,127.029166984176,kfc,,,,,고대안암,서울,성북구,
10,10.0,서울 강서구 공항대로 271 (마곡동),,37.5589430708389,126.837790496795,kfc,,,,,발산역,서울,강서구,
11,11.0,서울 서대문구 거북골로 53 (남가좌동),,37.5782945777333,126.922334724465,kfc,,,,,명지대,서울,서대문구,
12,12.0,서울 중구 퇴계로 213 (충무로4가),,37.5619021020364,126.99549327445,kfc,,,,,충무로역,서울,중구,
13,13.0,서울 은평구 은평로 127 (응암동),,37.6006299316031,126.921965672213,kfc,,,,,응암,서울,은평구,
14,14.0,서울 동작구 흑석로 94 (흑석동),,37.5072688094279,126.959980376481,kfc,,,,,중앙대,서울,동작구,
15,15.0,서울 강서구 강서로 162 (화곡동),,37.5413953350972,126.841038303492,kfc,,,,,화곡역,서울,강서구,
16,16.0,서울 마포구 월드컵북로 396 (상암동),,37.5794419093126,126.890322604776,kfc,,,,,상암DMC,서울,마포구,
17,17.0,서울 동대문구 이문로 114 (이문동),,37.5967350539561,127.060682416152,kfc,,,,,한국외대,서울,동대문구,
18,18.0,서울 송파구 올림픽로 240 (잠실동),,37.5113096112036,127.098141751177,kfc,,,,,롯데월드,서울,송파구,
19,19.0,서울 은평구 연서로 226-1 (대조동),,37.6184286429111,126.920527024057,kfc,,,,,연신내역,서울,은평구,
20,20.0,서울 은평구 통일로 750 (불광동),,37.6123341513595,126.928663502355,kfc,,,,,불광역,서울,은평구,
21,21.0,서울 동작구 노량진로 151 (노량진동),,37.5158026675555,126.948359181242,kfc,,,,,노량진역,서울,동작구,
22,22.0,서울 서초구 동작대로 114 (방배동),,37.4867629041126,126.982679310439,kfc,,,,,이수역,서울,서초구,
23,23.0,서울 서대문구 신촌로 79 (창천동),,37.556000258611,126.935189216315,kfc,,,,,신촌역,서울,서대문구,
24,24.0,서울 서초구 서초대로77길 15 (서초동),,37.4989378679742,127.026075156794,kfc,,,,, 강남역,서울,강남구,
25,25.0,서울 관악구 남부순환로 1909 (봉천동),,37.4781130269299,126.961606986499,kfc,,,,,낙성대,서울,관악구,
26,26.0,서울 영등포구 양평로 46 (당산동6가),,37.5344675357409,126.901645865014,kfc,,,,,당산역,서울,영등포구,
27,27.0,서울 송파구 올림픽로 25 (잠실동),,37.5161996814031,127.075939572603,kfc,,,,,잠실야구장,서울,송파구,
28,28.0,서울 강남구 도곡로 517 (대치동),,37.4998968060867,127.062919582761,kfc,,,,,대치동,서울,강남구,
29,29.0,서울 금천구 독산로 195 (독산동),,37.4643333023941,126.902702232196,kfc,,,,,독산동,서울,금천구,
30,30.0,서울 마포구 양화로 156 (동교동),,37.5561130617043,126.923446601456,kfc,,,,,홍익대,서울,마포구,
31,31.0,서울 용산구 대사관로 62 (한남동),,37.5332099548457,127.004978714609,kfc,,,,,한남순천향,서울,용산구,
32,32.0,서울 강남구 학동로 218 (논현동),,37.514361074637,127.032994222798,kfc,,,,,학동역,서울,강남구,
33,33.0,서울 강남구 영동대로 513 (삼성동),,37.5118239121138,127.059159043842,kfc,,,,,코엑스MALL,서울,강남구,
34,34.0,서울 동대문구 왕산로 214 (전농동),,37.5841961381161,127.05114707633,kfc,,,,,청량리역사,서울,동대문구,
35,35.0,서울 종로구 청계천로 35 (서린동),,37.5693392529284,126.981377714314,kfc,,,,,청계천,서울,종로구,
36,36.0,서울 강동구 천호옛길 88 (성내동),,37.5364837592211,127.125824680269,kfc,,,,,천호역,서울,강동구,
37,37.0,서울 노원구 한글비석로 227 (중계동),,37.6479118263804,127.076251603698,kfc,,,,,중계은행사거리,서울,노원구,
38,38.0,서울 송파구 백제고분로 159 (잠실동),,37.505536411259,127.084650996722,kfc,,,,,잠실,서울,송파구,
39,39.0,서울 강남구 일원로 28 (일원동),,37.4911916235976,127.08033451349,kfc,,,,,일원동,서울,강남구,
40,40.0,서울 노원구 마들로3길 15 (월계동),,37.6265093604229,127.061979778612,kfc,,,,,월계이마트,서울,노원구,
41,41.0,"서울 강서구 강서로 242 (화곡동, 강서힐스테이트)",,37.5473848364492,126.83676337443,kfc,,,,,우장산역,서울,강서구,
42,42.0,서울 도봉구 삼양로 544 (쌍문동),,37.6517878183629,127.012979944324,kfc,,,,,우이동,서울,도봉구,
43,43.0,서울 용산구 한강대로23길 55 (한강로3가),,37.5297718014452,126.964741503485,kfc,,,,,용산아이파크몰,서울,영등포구,
44,44.0,서울 성동구 왕십리광장로 17 (행당동),,37.5614417528647,127.038394194396,kfc,,,,,왕십리역사,서울,성동구,
45,45.0,서울 영등포구 경인로 846 (영등포동),,37.5156680341198,126.907665995469,kfc,,,,,영등포역,서울,영등포구,
46,46.0,서울 강서구 양천로 583 (염창동),,37.5571161918617,126.864347419732,kfc,,,,,염창동,서울,강서구,
47,47.0,서울 강남구 논현로 509 (역삼동),,37.501931889086,127.036089184436,kfc,,,,,역삼역,서울,강남구,
48,48.0,서울 영등포구 국회대로70길 15-1 (여의도동),,37.5296625694125,126.920396387403,kfc,,,,,여의도,서울,영등포구,
